,G,Opponent,Home_away,Tm,Opp
0,1,Baltimore Bullets,0,120,117
1,2,Baltimore Bullets,1,106,99
2,3,Baltimore Bullets,0,113,127
3,4,Baltimore Bullets,1,92,102
4,5,Baltimore Bullets,0,101,80
5,6,Baltimore Bullets,1,87,96
6,7,Baltimore Bullets,0,127,114
8,8,Milwaukee Bucks,0,110,102
9,9,Milwaukee Bucks,0,112,111
10,10,Milwaukee Bucks,1,96,101
11,11,Milwaukee Bucks,1,117,105
12,12,Milwaukee Bucks,0,132,96
14,13,Los Angeles Lakers,0,124,112
15,14,Los Angeles Lakers,0,103,105
16,15,Los Angeles Lakers,1,111,108
17,16,Los Angeles Lakers,1,115,121
18,17,Los Angeles Lakers,0,107,100
19,18,Los Angeles Lakers,1,113,135
20,19,Los Angeles Lakers,0,113,99
