,G,Opponent,Home_away,Tm,Opp
0,1,Chicago Bulls,0,80,104
1,2,Cleveland Cavaliers,1,95,90
2,3,Charlotte Hornets,0,96,93
3,4,Washington Wizards,0,83,98
4,5,Detroit Pistons,1,95,98
5,6,Brooklyn Nets,1,99,110
6,7,Atlanta Hawks,1,96,103
7,8,Atlanta Hawks,0,85,91
8,9,Orlando Magic,0,95,97
9,10,Utah Jazz,0,100,102
10,11,Denver Nuggets,0,109,93
11,12,Milwaukee Bucks,1,113,117
12,13,Minnesota Timberwolves,1,99,115
13,14,Philadelphia 76ers,0,91,83
14,15,Houston Rockets,1,86,91
15,16,Dallas Mavericks,1,102,109
16,17,Oklahoma City Thunder,1,78,105
17,18,Miami Heat,0,79,86
18,19,Brooklyn Nets,0,93,98
19,20,Cleveland Cavaliers,0,87,90
21,21,Charlotte Hornets,1,102,103
22,22,Portland Trail Blazers,0,99,103
23,23,New Orleans Pelicans,1,93,104
24,24,San Antonio Spurs,1,95,109
25,25,Boston Celtics,1,101,95
26,26,Toronto Raptors,0,90,95
27,27,Dallas Mavericks,0,87,107
28,28,Chicago Bulls,1,97,103
29,29,Phoenix Suns,0,90,99
30,30,Toronto Raptors,1,108,118
31,31,Washington Wizards,0,91,102
32,32,Sacramento Kings,1,129,135
33,33,Portland Trail Blazers,1,79,101
34,34,Los Angeles Clippers,1,78,99
35,35,Detroit Pistons,0,81,97
36,36,Milwaukee Bucks,0,82,95
37,37,Memphis Grizzlies,1,83,105
38,38,Washington Wizards,1,91,101
39,39,Houston Rockets,0,96,120
40,40,Charlotte Hornets,0,82,110
42,41,Milwaukee Bucks,1,79,95
43,42,New Orleans Pelicans,0,99,92
44,43,Philadelphia 76ers,1,98,91
45,44,Orlando Magic,0,113,106
46,45,Charlotte Hornets,1,71,76
47,46,Oklahoma City Thunder,0,100,92
48,47,Indiana Pacers,1,82,103
49,48,Los Angeles Lakers,0,92,80
50,49,Boston Celtics,0,97,108
51,50,Brooklyn Nets,1,88,92
52,51,Golden State Warriors,0,92,106
53,52,Miami Heat,1,95,109
54,53,Orlando Magic,1,83,89
55,54,Miami Heat,0,87,111
56,55,Cleveland Cavaliers,0,83,101
57,56,Boston Celtics,1,94,115
58,57,Detroit Pistons,1,121,115
59,58,Toronto Raptors,0,103,98
60,59,Sacramento Kings,0,86,124
61,60,Indiana Pacers,1,82,105
63,61,Indiana Pacers,0,86,92
64,62,Denver Nuggets,1,78,106
65,63,Utah Jazz,1,82,87
66,64,Los Angeles Lakers,1,101,94
67,65,Golden State Warriors,1,94,125
68,66,Phoenix Suns,1,89,102
69,67,San Antonio Spurs,0,104,100
70,68,Minnesota Timberwolves,0,92,95
71,69,Philadelphia 76ers,1,81,97
72,70,Toronto Raptors,1,89,106
73,71,Memphis Grizzlies,0,82,103
74,72,Los Angeles Clippers,0,80,111
75,73,Boston Celtics,0,92,96
76,74,Chicago Bulls,1,80,111
77,75,Brooklyn Nets,0,98,100
78,76,Washington Wizards,1,87,101
79,77,Philadelphia 76ers,0,101,91
80,78,Indiana Pacers,0,86,102
81,79,Milwaukee Bucks,0,91,99
82,80,Orlando Magic,1,80,79
84,81,Atlanta Hawks,1,112,108
85,82,Detroit Pistons,0,90,112
