,G,Opponent,Home_away,Tm,Opp
0,1,Milwaukee Hawks,1,68,66
1,2,Fort Wayne Pistons,1,75,84
2,3,Indianapolis Olympians,1,83,73
3,4,Minneapolis Lakers,0,73,89
4,5,Rochester Royals,1,78,80
5,6,Philadelphia Warriors,1,85,82
6,7,Syracuse Nationals,0,72,79
7,8,Boston Celtics,1,93,92
8,9,Baltimore Bullets,0,88,86
9,10,Philadelphia Warriors,0,102,88
10,11,Boston Celtics,0,68,70
11,12,Syracuse Nationals,1,73,100
12,13,Philadelphia Warriors,1,81,83
13,14,Rochester Royals,0,74,78
14,15,Baltimore Bullets,1,82,84
15,16,Philadelphia Warriors,0,86,72
16,17,Philadelphia Warriors,1,91,93
17,18,Boston Celtics,1,94,103
18,19,Milwaukee Hawks,0,88,83
19,20,Indianapolis Olympians,1,79,83
21,21,Fort Wayne Pistons,1,80,71
22,22,Minneapolis Lakers,0,69,67
23,23,Syracuse Nationals,0,92,73
24,24,Syracuse Nationals,1,75,72
25,25,Fort Wayne Pistons,0,72,65
26,26,Milwaukee Hawks,0,76,78
27,27,Rochester Royals,1,85,98
28,28,Boston Celtics,1,90,100
29,29,Boston Celtics,0,87,86
30,30,Milwaukee Hawks,1,68,65
31,31,Milwaukee Hawks,0,89,67
32,32,Indianapolis Olympians,1,73,83
33,33,Minneapolis Lakers,1,92,107
34,34,Rochester Royals,0,107,74
35,35,Syracuse Nationals,1,96,110
36,36,Indianapolis Olympians,0,86,77
37,37,Rochester Royals,1,70,97
38,38,Philadelphia Warriors,0,94,88
39,39,Baltimore Bullets,1,99,83
40,40,Philadelphia Warriors,1,82,78
42,41,Indianapolis Olympians,0,99,93
43,42,Fort Wayne Pistons,1,92,100
44,43,Indianapolis Olympians,0,72,100
45,44,Minneapolis Lakers,1,65,77
46,45,Boston Celtics,0,91,83
47,46,Boston Celtics,1,95,100
48,47,Baltimore Bullets,1,81,82
49,48,Baltimore Bullets,0,73,70
50,49,Baltimore Bullets,0,103,83
51,50,Philadelphia Warriors,0,96,86
52,51,Syracuse Nationals,0,78,69
53,52,Baltimore Bullets,0,102,82
54,53,Syracuse Nationals,1,61,66
55,54,Minneapolis Lakers,0,98,96
56,55,Philadelphia Warriors,1,95,118
57,56,Fort Wayne Pistons,0,82,77
58,57,Baltimore Bullets,1,89,84
59,58,Boston Celtics,0,105,86
60,59,Boston Celtics,1,89,87
61,60,Rochester Royals,0,92,90
63,61,Baltimore Bullets,0,88,82
64,62,Milwaukee Hawks,0,99,103
65,63,Fort Wayne Pistons,1,79,80
66,64,Minneapolis Lakers,1,83,85
67,65,Syracuse Nationals,0,97,90
68,66,Syracuse Nationals,1,90,84
