,G,Opponent,Home_away,Tm,Opp
0,1,Baltimore Bullets,0,95,83
1,2,Baltimore Bullets,0,123,103
2,3,Baltimore Bullets,1,103,96
3,4,Baltimore Bullets,1,89,97
4,5,Baltimore Bullets,0,109,99
6,6,Boston Celtics,1,108,134
7,7,Boston Celtics,0,129,96
8,8,Boston Celtics,1,98,91
9,9,Boston Celtics,0,117,110
10,10,Boston Celtics,1,97,98
11,11,Boston Celtics,0,100,110
12,12,Boston Celtics,1,94,78
14,13,Los Angeles Lakers,1,112,115
15,14,Los Angeles Lakers,1,99,95
16,15,Los Angeles Lakers,0,87,83
17,16,Los Angeles Lakers,0,103,98
18,17,Los Angeles Lakers,1,102,93
