,G,Opponent,Home_away,Tm,Opp
0,1,San Diego Rockets,0,111,96
1,2,Philadelphia 76ers,1,107,110
2,3,Los Angeles Lakers,0,102,106
3,4,New York Knicks,1,99,96
4,5,Portland Trail Blazers,1,131,116
5,6,Phoenix Suns,1,118,105
6,7,San Francisco Warriors,1,101,98
7,8,Seattle SuperSonics,1,119,122
8,9,Seattle SuperSonics,0,113,101
9,10,Phoenix Suns,0,102,105
10,11,Detroit Pistons,0,125,99
11,12,Los Angeles Lakers,0,118,96
12,13,New York Knicks,0,98,106
13,14,Atlanta Hawks,1,120,116
14,15,San Francisco Warriors,0,105,111
15,16,Cincinnati Royals,1,128,107
16,17,Boston Celtics,0,110,107
17,18,Milwaukee Bucks,0,108,117
18,19,Buffalo Braves,0,121,104
19,20,Baltimore Bullets,1,91,99
21,21,Philadelphia 76ers,0,107,91
22,22,Milwaukee Bucks,1,100,107
23,23,Detroit Pistons,1,103,107
24,24,Boston Celtics,0,97,101
25,25,San Francisco Warriors,0,98,87
26,26,Buffalo Braves,0,138,120
27,27,Atlanta Hawks,0,87,86
28,28,San Diego Rockets,0,103,98
29,29,Baltimore Bullets,0,115,97
30,30,Cincinnati Royals,0,137,122
31,31,New York Knicks,1,87,98
32,32,Cleveland Cavaliers,1,116,103
33,33,Cleveland Cavaliers,0,121,80
34,34,Buffalo Braves,1,104,103
35,35,Baltimore Bullets,1,112,128
36,36,Detroit Pistons,0,114,117
37,37,San Diego Rockets,1,110,101
38,38,Los Angeles Lakers,1,117,126
39,39,Seattle SuperSonics,1,109,128
40,40,Portland Trail Blazers,1,136,113
42,41,San Diego Rockets,0,116,103
43,42,Milwaukee Bucks,0,106,119
44,43,Portland Trail Blazers,0,105,113
45,44,Buffalo Braves,0,141,113
46,45,Philadelphia 76ers,0,108,103
47,46,Philadelphia 76ers,1,96,99
48,47,Milwaukee Bucks,0,90,110
49,48,Portland Trail Blazers,0,123,111
50,49,New York Knicks,0,109,103
51,50,San Francisco Warriors,1,87,83
52,51,Phoenix Suns,1,112,113
53,52,Los Angeles Lakers,1,111,136
54,53,San Diego Rockets,1,111,106
55,54,Cincinnati Royals,0,131,99
56,55,Seattle SuperSonics,0,118,101
57,56,Baltimore Bullets,1,124,102
58,57,Philadelphia 76ers,0,114,102
59,58,New York Knicks,1,109,102
60,59,Boston Celtics,1,96,104
61,60,Boston Celtics,0,88,90
63,61,Los Angeles Lakers,0,107,88
64,62,Milwaukee Bucks,1,96,103
65,63,Cleveland Cavaliers,0,108,83
66,64,Atlanta Hawks,0,118,102
67,65,Cleveland Cavaliers,1,109,104
68,66,Detroit Pistons,0,115,114
69,67,Detroit Pistons,1,125,112
70,68,Seattle SuperSonics,1,129,114
71,69,Cincinnati Royals,0,98,94
72,70,Phoenix Suns,1,90,115
73,71,San Francisco Warriors,0,130,103
74,72,San Diego Rockets,0,105,99
75,73,Los Angeles Lakers,1,108,117
76,74,Milwaukee Bucks,0,110,103
77,75,Phoenix Suns,0,116,92
78,76,Phoenix Suns,0,111,99
79,77,Boston Celtics,1,104,117
80,78,Baltimore Bullets,0,113,99
81,79,San Francisco Warriors,0,85,91
82,80,Atlanta Hawks,1,111,112
84,81,Atlanta Hawks,0,138,121
85,82,Detroit Pistons,1,111,116
