,Rk,G,Date,Age,Tm, ,Opp, .1,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
0,1,1,2009-10-28,30-090,MIA,,NYK,W (+22),0,17:29,2,3,.667,0,0,,0,0,,1,2,3,2,0,0,1,1,4,4.0,-11
1,2,2,2009-10-30,30-092,MIA,@,IND,W (+13),0,13:43,0,3,.000,0,0,,0,0,,0,0,0,2,0,0,1,0,0,-1.7,-11
2,3,3,2009-11-01,30-094,MIA,,CHI,W (+8),0,16:03,5,7,.714,0,0,,2,2,1.000,0,0,0,2,0,0,1,2,12,8.7,+1
3,4,4,2009-11-03,30-096,MIA,,PHO,L (-8),0,13:57,2,7,.286,1,1,1.000,0,0,,0,1,1,4,0,0,0,0,5,4.0,-4
4,5,5,2009-11-04,30-097,MIA,@,WAS,W (+4),0,10:30,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,5,0,-1.7,-2
5,6,6,2009-11-06,30-099,MIA,,DEN,W (+8),0,14:15,2,3,.667,0,0,,0,0,,1,0,1,1,0,0,2,3,4,0.9,-7
6,7,7,2009-11-10,30-103,MIA,,WAS,W (+14),0,14:37,4,5,.800,0,0,,2,4,.500,1,3,4,2,0,0,1,2,10,8.5,-2
7,8,8,2009-11-12,30-105,MIA,,CLE,L (-7),0,13:51,3,4,.750,0,1,.000,0,0,,0,0,0,0,1,0,1,0,6,4.4,-7
8,9,9,2009-11-14,30-107,MIA,,NJN,W (+1),0,37:10,3,10,.300,0,1,.000,1,2,.500,1,2,3,4,1,0,0,2,7,5.1,-3
9,10,10,2009-11-17,30-110,MIA,,OKC,L (-13),0,16:44,2,2,1.000,0,0,,0,0,,0,3,3,2,0,0,3,1,4,2.3,-11
10,11,11,2009-11-18,30-111,MIA,@,ATL,L (-15),0,19:08,4,7,.571,0,0,,1,1,1.000,1,3,4,2,1,0,1,3,9,7.5,-10
11,12,12,2009-11-20,30-113,MIA,@,TOR,L (-7),0,13:22,1,1,1.000,0,0,,2,2,1.000,0,0,0,2,0,0,0,1,4,4.7,-9
12,13,13,2009-11-22,30-115,MIA,,NOH,W (+1),0,13:00,1,5,.200,0,0,,1,1,1.000,0,2,2,1,0,0,1,1,3,-0.2,-10
13,14,14,2009-11-25,30-118,MIA,@,ORL,W (+1),0,13:47,2,5,.400,0,0,,2,3,.667,0,0,0,1,0,0,0,3,6,2.4,-1
14,15,15,2009-11-27,30-120,MIA,,WAS,L (-10),0,6:59,0,2,.000,0,0,,0,0,,0,0,0,2,0,0,0,0,0,0.0,-14
15,16,16,2009-11-29,30-122,MIA,,BOS,L (-7),0,13:30,0,1,.000,0,0,,0,0,,1,0,1,2,1,0,1,0,0,1.4,+3
16,17,17,2009-12-01,30-124,MIA,@,POR,W (+7),0,10:28,1,2,.500,0,0,,2,2,1.000,0,2,2,1,0,1,1,1,4,3.6,-3
17,18,18,2009-12-03,30-126,MIA,@,DEN,L (-18),0,16:25,1,3,.333,0,0,,2,2,1.000,1,1,2,2,0,0,0,0,4,4.7,0
18,19,19,2009-12-11,30-134,MIA,,DAL,L (-13),0,14:01,1,4,.250,0,0,,1,2,.500,1,1,2,1,0,0,0,0,3,1.9,+9
19,20,20,2009-12-13,30-136,MIA,,MEM,L (-28),0,16:36,2,5,.400,0,1,.000,4,4,1.000,0,1,1,4,0,0,0,0,8,8.4,-8
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,21,21,2009-12-15,30-138,MIA,,TOR,W (+20),1,20:55,4,6,.667,0,0,,4,5,.800,0,1,1,3,1,0,0,4,12,10.8,+4
22,22,22,2009-12-17,30-140,MIA,,ORL,W (+18),1,26:18,2,5,.400,1,1,1.000,0,0,,2,2,4,7,0,0,0,1,5,8.8,+8
