,G,Opponent,Home_away,Tm,Opp
0,1,Chicago Bulls,1,106,102
1,2,Baltimore Bullets,1,116,118
2,3,New York Knicks,1,100,115
3,4,Philadelphia 76ers,1,141,117
4,5,Philadelphia 76ers,0,122,127
5,6,Cleveland Cavaliers,0,123,96
6,7,Buffalo Braves,0,104,90
7,8,Portland Trail Blazers,1,128,108
8,9,New York Knicks,0,106,104
9,10,Baltimore Bullets,0,124,105
10,11,Chicago Bulls,1,96,118
11,12,Detroit Pistons,1,117,115
12,13,Detroit Pistons,0,122,109
13,14,Atlanta Hawks,0,116,105
14,15,Seattle SuperSonics,1,110,111
15,16,Milwaukee Bucks,0,100,117
16,17,Seattle SuperSonics,0,149,124
17,18,Phoenix Suns,0,105,116
18,19,San Francisco Warriors,1,88,92
19,20,San Diego Rockets,0,130,112
21,21,Baltimore Bullets,1,97,93
22,22,Boston Celtics,1,111,114
23,23,San Francisco Warriors,0,123,101
24,24,San Diego Rockets,1,116,119
25,25,Portland Trail Blazers,0,131,120
26,26,Phoenix Suns,1,121,112
27,27,Seattle SuperSonics,1,126,118
28,28,Detroit Pistons,0,100,103
29,29,Buffalo Braves,1,111,113
30,30,Cincinnati Royals,1,118,102
31,31,Atlanta Hawks,1,116,104
32,32,Milwaukee Bucks,1,88,113
33,33,Atlanta Hawks,0,115,119
34,34,Boston Celtics,0,123,113
35,35,Phoenix Suns,0,128,110
36,36,Chicago Bulls,0,126,117
37,37,Phoenix Suns,1,114,132
38,38,San Diego Rockets,0,106,117
39,39,San Diego Rockets,1,108,109
40,40,Cincinnati Royals,0,112,146
42,41,Cleveland Cavaliers,1,110,105
43,42,Philadelphia 76ers,1,123,117
44,43,Detroit Pistons,1,109,118
45,44,Cincinnati Royals,0,126,120
46,45,Atlanta Hawks,1,123,127
47,46,Philadelphia 76ers,0,134,114
48,47,San Francisco Warriors,0,130,110
49,48,Cincinnati Royals,0,142,131
50,49,Chicago Bulls,0,136,111
51,50,Phoenix Suns,1,112,118
52,51,Seattle SuperSonics,0,122,115
53,52,San Francisco Warriors,1,85,87
54,53,Portland Trail Blazers,0,133,120
55,54,San Diego Rockets,0,133,105
56,55,Milwaukee Bucks,0,116,93
57,56,San Diego Rockets,1,115,108
58,57,San Francisco Warriors,0,119,104
59,58,Cleveland Cavaliers,1,116,111
60,59,Milwaukee Bucks,1,88,122
61,60,Chicago Bulls,1,88,107
63,61,Cincinnati Royals,0,125,113
64,62,New York Knicks,0,130,115
65,63,Portland Trail Blazers,1,136,114
66,64,Philadelphia 76ers,0,104,118
67,65,Boston Celtics,0,124,116
68,66,Baltimore Bullets,1,114,107
69,67,Boston Celtics,1,96,116
70,68,Seattle SuperSonics,0,145,121
71,69,San Francisco Warriors,1,112,107
72,70,Cleveland Cavaliers,0,107,90
73,71,Buffalo Braves,1,131,118
74,72,Milwaukee Bucks,1,97,112
75,73,Atlanta Hawks,0,104,105
76,74,Seattle SuperSonics,1,109,121
77,75,Chicago Bulls,0,117,108
78,76,Baltimore Bullets,0,95,107
79,77,Buffalo Braves,0,109,116
80,78,Detroit Pistons,0,110,100
81,79,New York Knicks,1,82,115
82,80,Boston Celtics,1,104,112
84,81,Phoenix Suns,0,106,111
85,82,New York Knicks,0,101,98
