,G,Opponent,Home_away,Tm,Opp
0,1,Phoenix Suns,1,106,136
1,2,Houston Rockets,0,105,132
2,3,Los Angeles Clippers,0,118,94
3,4,Los Angeles Lakers,0,95,106
4,5,Charlotte Hornets,0,115,104
5,6,Minnesota Timberwolves,1,98,101
6,7,Cleveland Cavaliers,1,104,129
7,8,Charlotte Hornets,1,98,99
8,9,Atlanta Hawks,1,96,112
9,10,Sacramento Kings,0,133,109
10,11,Chicago Bulls,0,91,104
11,12,Denver Nuggets,1,120,141
12,13,New York Knicks,0,111,129
13,14,Portland Trail Blazers,1,110,123
14,15,Milwaukee Bucks,0,101,98
15,16,Dallas Mavericks,1,88,107
16,17,San Antonio Spurs,1,119,121
17,18,Sacramento Kings,0,121,126
18,19,Sacramento Kings,1,118,103
19,20,Denver Nuggets,0,134,114
21,21,Portland Trail Blazers,1,116,111
22,22,Detroit Pistons,0,104,92
23,23,Houston Rockets,0,118,112
24,24,Indiana Pacers,0,150,124
25,25,Utah Jazz,1,118,133
26,26,Los Angeles Clippers,1,119,139
27,27,Los Angeles Lakers,1,111,130
28,28,Utah Jazz,0,133,120
29,29,Miami Heat,0,119,117
30,30,Los Angeles Lakers,0,133,131
31,31,Denver Nuggets,0,139,122
32,32,Dallas Mavericks,0,123,119
33,33,Orlando Magic,0,138,127
34,34,Indiana Pacers,1,105,144
35,35,Milwaukee Bucks,1,126,134
36,36,Chicago Bulls,1,107,132
37,37,Detroit Pistons,1,118,125
38,38,Boston Celtics,1,120,115
39,39,Minnesota Timberwolves,0,109,102
40,40,Sacramento Kings,1,99,129
42,41,Seattle SuperSonics,0,114,102
43,42,Portland Trail Blazers,0,135,130
44,43,New Jersey Nets,0,128,109
45,44,Minnesota Timberwolves,1,105,95
46,45,Washington Bullets,1,129,135
47,46,Philadelphia 76ers,1,113,112
48,47,New York Knicks,1,118,122
49,48,Washington Bullets,0,113,107
50,49,Phoenix Suns,1,114,135
51,50,Phoenix Suns,0,113,131
52,51,Denver Nuggets,1,109,114
53,52,Philadelphia 76ers,0,95,96
54,53,Boston Celtics,0,111,123
55,54,Seattle SuperSonics,1,102,110
56,55,San Antonio Spurs,0,144,135
57,56,San Antonio Spurs,1,115,131
58,57,Houston Rockets,1,109,129
59,58,Charlotte Hornets,0,138,117
60,59,Cleveland Cavaliers,0,145,105
61,60,Los Angeles Lakers,1,115,131
63,61,Sacramento Kings,0,123,116
64,62,Los Angeles Clippers,1,112,109
65,63,Portland Trail Blazers,0,121,128
66,64,Seattle SuperSonics,0,116,121
67,65,Minnesota Timberwolves,0,105,101
68,66,Utah Jazz,1,91,106
69,67,Houston Rockets,1,102,97
70,68,Dallas Mavericks,1,108,118
71,69,Utah Jazz,0,128,123
72,70,Seattle SuperSonics,1,108,139
73,71,Atlanta Hawks,0,116,142
74,72,Orlando Magic,1,127,126
75,73,Miami Heat,1,128,114
76,74,New Jersey Nets,1,123,117
77,75,Charlotte Hornets,1,109,110
78,76,San Antonio Spurs,0,122,132
79,77,Dallas Mavericks,0,133,140
80,78,Los Angeles Lakers,1,119,131
81,79,Phoenix Suns,0,129,141
82,80,Los Angeles Clippers,0,133,120
84,81,Phoenix Suns,1,106,123
85,82,Seattle SuperSonics,0,124,122
