,G,Opponent,Home_away,Tm,Opp
0,1,Houston Rockets,0,104,78
1,2,Houston Rockets,0,115,106
2,3,Houston Rockets,1,96,97
3,4,Houston Rockets,1,121,94
4,5,Houston Rockets,0,114,81
6,6,Portland Trail Blazers,0,118,106
7,7,Portland Trail Blazers,0,110,99
8,8,Portland Trail Blazers,1,108,120
9,9,Portland Trail Blazers,1,132,125
10,10,Portland Trail Blazers,0,125,121
12,11,Oklahoma City Thunder,0,102,108
13,12,Oklahoma City Thunder,0,118,91
14,13,Oklahoma City Thunder,1,105,133
15,14,Oklahoma City Thunder,1,94,118
16,15,Oklahoma City Thunder,0,120,111
17,16,Oklahoma City Thunder,1,108,101
18,17,Oklahoma City Thunder,0,96,88
20,18,Cleveland Cavaliers,0,104,89
21,19,Cleveland Cavaliers,0,110,77
22,20,Cleveland Cavaliers,1,90,120
23,21,Cleveland Cavaliers,1,108,97
24,22,Cleveland Cavaliers,0,97,112
25,23,Cleveland Cavaliers,1,101,115
26,24,Cleveland Cavaliers,0,89,93
