,G,Opponent,Home_away,Tm,Opp
0,1,Seattle SuperSonics,0,123,96
1,2,Seattle SuperSonics,0,99,100
2,3,Seattle SuperSonics,1,105,96
3,4,Seattle SuperSonics,1,94,111
4,5,Seattle SuperSonics,0,124,100
5,6,Seattle SuperSonics,1,105,96
7,7,Chicago Bulls,0,107,89
8,8,Chicago Bulls,1,89,90
9,9,Chicago Bulls,1,101,108
10,10,Chicago Bulls,0,111,106
11,11,Chicago Bulls,0,79,89
12,12,Chicago Bulls,1,86,72
13,13,Chicago Bulls,0,83,79
15,14,Washington Bullets,1,101,95
16,15,Washington Bullets,0,92,91
17,16,Washington Bullets,0,109,101
18,17,Washington Bullets,1,96,95
