,G,Opponent,Home_away,Tm,Opp
0,1,New Orleans Pelicans,0,106,99
1,2,New Orleans Pelicans,0,97,87
2,3,New Orleans Pelicans,1,123,119
3,4,New Orleans Pelicans,1,109,98
5,5,Memphis Grizzlies,0,101,86
6,6,Memphis Grizzlies,0,90,97
7,7,Memphis Grizzlies,1,89,99
8,8,Memphis Grizzlies,1,101,84
9,9,Memphis Grizzlies,0,98,78
10,10,Memphis Grizzlies,1,108,95
12,11,Houston Rockets,0,110,106
13,12,Houston Rockets,0,99,98
14,13,Houston Rockets,1,115,80
15,14,Houston Rockets,1,115,128
16,15,Houston Rockets,0,104,90
18,16,Cleveland Cavaliers,0,108,100
19,17,Cleveland Cavaliers,0,93,95
20,18,Cleveland Cavaliers,1,91,96
21,19,Cleveland Cavaliers,1,103,82
22,20,Cleveland Cavaliers,0,104,91
23,21,Cleveland Cavaliers,1,105,97
