,Rk,G,Date,Age,Tm, ,Opp, .1,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
0,1,1,1999-11-05,24-308,CHI,,MIA,L (-18),0,11:00,3,4,.750,0,0,,0,1,.000,0,5,5,0,1,1,1,0,6,6.2
1,2,2,1999-11-06,24-309,CHI,@,ATL,L (-16),0,14:00,4,5,.800,0,0,,2,2,1.000,2,1,3,0,1,1,0,3,10,10.3
2,3,3,1999-11-09,24-312,CHI,,PHO,L (-23),0,10:00,1,5,.200,0,0,,5,6,.833,0,1,1,0,1,0,1,0,7,3.8
3,4,4,1999-11-12,24-315,CHI,@,PHI,L (-6),0,14:00,2,4,.500,0,0,,0,0,,1,1,2,2,1,0,0,2,4,4.6
4,5,5,1999-11-13,24-316,CHI,,BOS,W (+1),0,7:00,4,5,.800,0,0,,0,0,,0,0,0,1,0,0,1,5,8,3.8
5,6,6,1999-11-16,24-319,CHI,@,GSW,L (-20),0,13:00,3,8,.375,0,0,,2,2,1.000,3,4,7,1,0,0,1,2,8,5.8
6,7,7,1999-11-17,24-320,CHI,@,PHO,L (-24),0,13:00,3,5,.600,0,0,,2,2,1.000,1,2,3,1,0,0,3,1,8,4.3
7,8,8,1999-11-19,24-322,CHI,@,LAL,L (-8),0,8:00,0,2,.000,0,0,,0,0,,0,2,2,1,0,0,2,6,0,-4.5
8,9,9,1999-11-20,24-323,CHI,@,DEN,L (-9),0,24:00,8,16,.500,0,0,,2,4,.500,3,2,5,2,2,1,0,4,18,14.4
9,10,10,1999-11-24,24-327,CHI,@,MIL,L (-7),0,16:00,4,6,.667,0,0,,2,3,.667,1,2,3,0,0,0,2,6,10,3.9
10,11,11,1999-11-26,24-329,CHI,@,SAS,L (-23),0,13:00,0,3,.000,0,0,,2,4,.500,0,1,1,0,0,0,0,3,2,-1.8
11,12,12,1999-11-27,24-330,CHI,@,DAL,L (-12),0,15:00,3,10,.300,0,1,.000,2,2,1.000,2,1,3,0,1,0,0,2,8,4.1
