,Rk,G,Date,Age,Tm, ,Opp, .1,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
0,1,1,1999-11-02,24-364,ORL,@,CHH,L (-14),1,20:00,2,7,.286,0,0,,0,0,,2,2,4,0,0,0,2,1,4,-0.5
1,2,2,1999-11-03,25-000,ORL,,DET,W (+9),1,28:00,5,18,.278,0,2,.000,2,3,.667,5,6,11,3,1,0,6,2,12,2.6
2,3,3,1999-11-05,25-002,ORL,,CLE,L (-5),1,33:00,8,16,.500,1,3,.333,3,4,.750,4,4,8,0,0,0,2,1,20,13.2
3,4,4,1999-11-06,25-003,ORL,@,WAS,W (+3),1,33:00,5,8,.625,0,2,.000,4,6,.667,3,5,8,2,0,2,1,4,14,13.4
4,5,5,1999-11-08,25-005,ORL,@,HOU,W (+5),1,30:00,4,12,.333,0,0,,2,2,1.000,1,5,6,1,2,1,0,2,10,8.0
5,6,6,1999-11-10,25-007,ORL,,PHI,W (+5),1,21:00,6,10,.600,0,1,.000,2,2,1.000,0,5,5,3,0,1,0,1,14,13.3
6,7,7,1999-11-11,25-008,ORL,@,IND,L (-15),1,28:00,2,8,.250,0,0,,0,0,,2,3,5,1,0,0,4,4,4,-3.4
7,8,8,1999-11-13,25-010,ORL,@,DAL,L (-8),1,37:00,6,10,.600,0,0,,0,0,,1,1,2,3,1,0,1,6,12,8.1
8,9,9,1999-11-17,25-014,ORL,,POR,L (-2),1,24:00,4,15,.267,1,3,.333,0,0,,2,7,9,0,1,0,1,2,9,2.8
9,10,10,1999-11-19,25-016,ORL,,CHH,L (-11),1,20:00,5,9,.556,0,0,,2,2,1.000,1,4,5,0,0,0,3,3,12,5.4
10,11,11,1999-11-20,25-017,ORL,@,ATL,W (+4),1,33:00,5,10,.500,0,0,,2,2,1.000,0,2,2,3,2,1,0,2,12,11.6
11,12,12,1999-11-24,25-021,ORL,,DAL,W (+12),1,26:00,7,9,.778,0,0,,2,4,.500,2,0,2,1,6,0,4,5,16,13.8
12,13,13,1999-11-27,25-024,ORL,@,NYK,L (-3),1,33:00,6,17,.353,0,4,.000,0,0,,1,7,8,1,0,0,1,3,12,3.8
13,14,14,1999-11-28,25-025,ORL,@,DET,W (+9),1,36:00,7,17,.412,0,2,.000,2,2,1.000,2,3,5,3,3,0,1,4,16,11.7
14,15,15,1999-11-30,25-027,ORL,,SAC,L (-9),1,25:00,6,12,.500,0,1,.000,0,2,.000,1,4,5,0,1,0,1,2,12,6.3
15,16,16,1999-12-02,25-029,ORL,@,MIN,W (+10),1,21:00,5,11,.455,0,0,,2,2,1.000,0,3,3,0,2,0,1,3,12,7.0
16,17,17,1999-12-03,25-030,ORL,@,DEN,W (+12),1,17:00,5,6,.833,0,0,,1,2,.500,1,2,3,0,0,0,3,3,11,5.5
17,18,18,1999-12-05,25-032,ORL,@,LAL,L (-17),1,27:00,2,10,.200,0,1,.000,4,4,1.000,0,7,7,0,3,0,2,4,8,3.3
18,19,19,1999-12-07,25-034,ORL,@,PHO,L (-3),1,18:00,2,6,.333,0,0,,1,2,.500,1,2,3,0,1,1,2,2,5,1.4
19,20,20,1999-12-11,25-038,ORL,,CHI,W (+21),1,19:00,1,4,.250,0,0,,2,2,1.000,1,0,1,4,0,0,3,1,4,1.7
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
21,21,21,1999-12-15,25-042,ORL,,MIL,L (-17),1,21:00,5,11,.455,0,0,,5,6,.833,1,1,2,2,1,0,1,1,15,10.9
22,22,22,1999-12-17,25-044,ORL,,TOR,W (+14),1,22:00,2,8,.250,0,1,.000,3,4,.750,0,4,4,1,1,1,0,2,7,4.6
23,23,23,1999-12-18,25-045,ORL,@,CHI,W (+9),1,28:00,2,10,.200,0,0,,5,6,.833,4,5,9,1,1,0,0,2,9,7.6
24,24,24,1999-12-20,25-047,ORL,,UTA,W (+2),1,33:00,4,7,.571,0,0,,6,8,.750,1,1,2,4,3,0,1,3,14,14.5
25,25,25,1999-12-22,25-049,ORL,@,CLE,W (+6),1,17:00,4,9,.444,0,0,,0,0,,0,1,1,2,0,0,1,5,8,2.0
26,26,26,1999-12-23,25-050,ORL,@,CHH,W (+4),1,29:00,2,7,.286,0,0,,0,0,,1,9,10,3,0,1,1,3,4,3.9
27,27,27,1999-12-27,25-054,ORL,,MIN,L (-2),1,20:00,6,11,.545,0,0,,4,6,.667,2,6,8,1,2,0,0,1,16,15.4
28,28,28,1999-12-29,25-056,ORL,,MIA,L (-3),1,34:00,9,16,.563,0,0,,3,7,.429,1,5,6,1,2,1,1,5,21,14.4
29,29,29,1999-12-30,25-057,ORL,@,NJN,L (-10),1,35:00,7,16,.438,0,0,,4,6,.667,6,11,17,3,1,0,4,1,18,15.0
30,30,30,2000-01-02,25-060,ORL,@,MIA,L (-8),1,40:00,7,20,.350,0,0,,8,8,1.000,4,5,9,1,1,0,5,4,22,10.2
31,31,31,2000-01-03,25-061,ORL,,DET,L (-12),1,19:00,5,10,.500,0,0,,1,2,.500,1,4,5,2,1,1,2,3,11,7.4
32,32,32,2000-01-05,25-063,ORL,,VAN,W (+20),1,22:00,5,10,.500,0,0,,7,8,.875,4,2,6,4,0,0,1,4,17,15.2
33,33,33,2000-01-07,25-065,ORL,,NYK,L (-8),1,24:00,4,15,.267,0,0,,1,2,.500,3,2,5,3,2,0,3,2,9,2.7
34,34,34,2000-01-08,25-066,ORL,@,SAS,L (-35),1,13:00,0,4,.000,0,0,,2,2,1.000,0,0,0,0,0,0,1,0,2,-1.8
35,35,35,2000-01-10,25-068,ORL,,NJN,L (-6),1,24:00,1,7,.143,0,0,,0,0,,0,2,2,2,1,0,1,1,2,-0.9
36,36,36,2000-01-12,25-070,ORL,@,TOR,L (-6),1,29:00,7,12,.583,0,0,,9,10,.900,1,2,3,1,0,0,4,0,23,15.0
