,Rk,G,Date,Age,Tm, ,Opp, .1,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
0,1,1,1999-11-05,31-289,SAC,,MIN,W (+5),1,36:00,6,12,.500,5,7,.714,0,0,,1,9,10,5,0,0,1,1,17,16.5
1,2,2,1999-11-06,31-290,SAC,@,MIN,L (-13),1,32:00,3,9,.333,1,3,.333,0,0,,0,1,1,1,0,1,1,2,7,1.8
2,3,3,1999-11-12,31-296,SAC,,UTA,W (+13),1,31:00,5,11,.455,2,4,.500,0,0,,1,3,4,1,1,0,0,0,12,9.6
3,4,4,1999-11-14,31-298,SAC,,DEN,W (+10),1,30:00,3,12,.250,2,7,.286,0,0,,0,4,4,5,0,0,2,2,8,2.7
4,5,5,1999-11-16,31-300,SAC,,VAN,W (+4),1,25:00,1,11,.091,0,6,.000,0,0,,2,4,6,1,2,0,0,3,2,-1.2
5,6,6,1999-11-18,31-302,SAC,@,HOU,W (+18),1,26:00,3,9,.333,2,6,.333,0,0,,1,2,3,1,2,0,0,2,8,6.1
6,7,7,1999-11-19,31-303,SAC,@,DAL,W (+9),1,24:00,0,7,.000,0,6,.000,0,0,,0,6,6,1,1,0,1,1,0,-2.8
7,8,8,1999-11-21,31-305,SAC,,HOU,W (+5),1,33:00,4,12,.333,2,6,.333,0,0,,2,6,8,3,0,1,2,1,10,6.8
8,9,9,1999-11-23,31-307,SAC,,NJN,W (+13),1,34:00,6,13,.462,4,9,.444,0,2,.000,3,4,7,1,3,0,0,2,16,14.7
9,10,10,1999-11-26,31-310,SAC,,GSW,W (+29),1,24:00,5,12,.417,3,7,.429,0,0,,0,1,1,0,1,1,1,0,13,7.6
10,11,11,1999-11-29,31-313,SAC,@,MIA,L (-10),1,24:00,4,12,.333,1,6,.167,0,1,.000,1,5,6,0,2,0,2,1,9,3.6
11,12,12,1999-11-30,31-314,SAC,@,ORL,W (+9),1,35:00,6,13,.462,5,9,.556,1,1,1.000,3,8,11,5,3,1,1,0,18,22.0
12,13,13,1999-12-02,31-316,SAC,@,ATL,L (-10),1,32:00,5,8,.625,1,3,.333,0,0,,0,4,4,0,1,0,0,2,11,8.8
13,14,14,1999-12-04,31-318,SAC,@,WAS,W (+10),1,28:00,5,9,.556,0,3,.000,2,3,.667,0,2,2,0,3,0,0,2,12,10.1
14,15,15,1999-12-06,31-320,SAC,@,NJN,L (-14),1,28:00,3,6,.500,0,2,.000,0,0,,0,4,4,0,1,0,2,2,6,2.4
15,16,16,1999-12-08,31-322,SAC,,LAL,W (+12),1,33:00,5,15,.333,1,5,.200,1,4,.250,4,5,9,1,3,0,0,3,12,9.1
16,17,17,1999-12-10,31-324,SAC,,MIA,L (-10),1,34:00,6,17,.353,4,12,.333,0,0,,1,4,5,2,1,1,1,5,16,8.5
17,18,18,1999-12-11,31-325,SAC,,POR,L (-5),1,32:00,3,11,.273,1,6,.167,0,0,,1,4,5,1,0,0,2,2,7,0.3
18,19,19,1999-12-15,31-329,SAC,@,VAN,W (+3),1,23:00,0,6,.000,0,5,.000,0,0,,1,3,4,1,1,0,1,1,0,-2.3
19,20,20,1999-12-16,31-330,SAC,@,DEN,L (-10),1,24:00,0,6,.000,0,2,.000,0,0,,1,3,4,2,0,1,1,2,0,-2.3
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
21,21,21,1999-12-18,31-332,SAC,@,PHO,L (-16),1,33:00,4,8,.500,2,5,.400,0,0,,1,3,4,4,4,0,2,1,10,12.0
22,22,22,1999-12-21,31-335,SAC,,MIL,W (+13),1,23:00,0,3,.000,0,2,.000,0,0,,1,1,2,0,4,0,2,1,0,0.5
