,Rk,G,Date,Age,Tm, ,Opp, .1,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
0,1,1,1999-11-02,25-107,LAC,,SEA,L (-12),1,37:00,6,13,.462,2,4,.500,5,5,1.000,2,0,2,3,0,0,1,3,19,13.6
1,2,2,1999-11-03,25-108,LAC,@,POR,L (-23),1,35:00,7,14,.500,0,2,.000,2,2,1.000,2,2,4,4,2,0,1,3,16,13.6
2,3,3,1999-11-05,25-110,LAC,,PHI,W (+10),1,41:00,3,10,.300,0,0,,15,17,.882,6,3,9,6,1,2,9,1,21,16.7
3,4,4,1999-11-08,25-113,LAC,,UTA,L (-15),1,37:00,3,13,.231,1,3,.333,4,4,1.000,1,7,8,2,1,0,2,2,11,5.5
4,5,5,1999-11-10,25-115,LAC,,SAS,L (-5),1,40:00,10,17,.588,3,5,.600,5,5,1.000,1,6,7,4,1,0,3,5,28,21.4
5,6,6,1999-11-14,25-119,LAC,@,VAN,L (-20),1,36:00,4,14,.286,0,6,.000,5,7,.714,1,4,5,5,0,0,1,1,13,8.0
6,7,7,1999-11-16,25-121,LAC,@,MIL,L (-8),1,37:00,11,21,.524,1,4,.250,4,4,1.000,2,5,7,0,0,0,1,3,27,17.4
7,8,8,1999-11-23,25-128,LAC,,NYK,W (+5),1,42:00,8,17,.471,2,5,.400,5,5,1.000,1,3,4,3,1,0,3,4,23,14.4
8,9,9,1999-11-26,25-131,LAC,@,SEA,L (-5),1,43:00,9,21,.429,3,4,.750,8,10,.800,3,5,8,5,2,0,3,4,29,21.6
9,10,10,1999-11-27,25-132,LAC,,POR,L (-17),1,29:00,2,7,.286,0,1,.000,2,2,1.000,1,6,7,3,0,0,5,3,6,0.3
10,11,11,1999-11-30,25-135,LAC,,PHO,L (-14),1,35:00,6,15,.400,0,3,.000,13,15,.867,1,4,5,1,0,0,1,3,25,16.5
11,12,12,1999-12-02,25-137,LAC,,HOU,L (-13),1,41:00,8,12,.667,0,1,.000,7,9,.778,1,1,2,4,3,1,5,3,23,18.3
12,13,13,1999-12-04,25-139,LAC,,SEA,L (-13),1,35:00,7,12,.583,2,4,.500,3,3,1.000,2,3,5,3,0,0,3,1,19,14.4
13,14,14,1999-12-06,25-141,LAC,,MIA,L (-8),1,38:00,7,20,.350,0,3,.000,2,2,1.000,2,8,10,12,0,0,0,0,16,17.0
14,15,15,1999-12-08,25-143,LAC,@,ATL,L (-18),1,36:00,2,8,.250,1,2,.500,0,0,,0,4,4,8,0,0,6,4,5,-0.6
15,16,16,1999-12-10,25-145,LAC,@,DET,L (-24),1,31:00,5,11,.455,0,1,.000,4,4,1.000,1,4,5,5,1,0,2,1,14,12.3
16,17,17,1999-12-11,25-146,LAC,@,IND,L (-18),1,32:00,3,12,.250,1,4,.250,2,3,.667,0,3,3,1,3,0,1,1,9,4.6
17,18,18,1999-12-13,25-148,LAC,,VAN,W (+12),1,35:00,6,16,.375,2,6,.333,2,4,.500,1,1,2,5,2,0,0,1,16,12.5
18,19,19,2000-01-04,25-170,LAC,,LAL,L (-24),0,13:00,3,7,.429,0,1,.000,1,1,1.000,0,2,2,0,0,0,2,0,7,1.9
19,20,20,2000-01-05,25-171,LAC,@,LAL,L (-17),0,24:00,2,9,.222,0,2,.000,1,1,1.000,0,3,3,2,0,1,2,1,5,0.1
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
21,21,21,2000-01-08,25-174,LAC,,IND,W (+13),1,35:00,3,10,.300,0,2,.000,1,4,.250,0,2,2,2,4,0,4,5,7,0.0
22,22,22,2000-01-10,25-176,LAC,@,CLE,L (-5),1,43:00,9,19,.474,2,3,.667,9,9,1.000,2,3,5,5,0,1,0,3,29,24.6
