,G,Opponent,Home_away,Tm,Opp
0,1,Chicago Bulls,0,98,93
1,2,Boston Celtics,0,124,117
2,3,Los Angeles Lakers,0,137,142
3,4,Cincinnati Royals,0,131,126
4,5,New York Knicks,1,99,128
5,6,Detroit Pistons,1,125,110
6,7,Philadelphia 76ers,0,105,129
7,8,Chicago Bulls,0,109,118
8,9,Atlanta Hawks,0,137,140
9,10,San Francisco Warriors,0,124,105
10,11,Philadelphia 76ers,1,139,130
11,12,Seattle SuperSonics,0,126,112
12,13,Cincinnati Royals,1,121,130
13,14,Milwaukee Bucks,1,116,105
14,15,Boston Celtics,1,109,108
15,16,Milwaukee Bucks,0,129,120
16,17,San Diego Rockets,0,142,138
17,18,Phoenix Suns,0,133,118
18,19,Phoenix Suns,0,126,116
19,20,Los Angeles Lakers,1,129,97
21,21,Phoenix Suns,1,134,124
22,22,San Francisco Warriors,1,118,116
23,23,Boston Celtics,0,106,121
24,24,Cincinnati Royals,0,129,107
25,25,Boston Celtics,1,105,113
26,26,New York Knicks,0,107,116
27,27,Seattle SuperSonics,0,129,132
28,28,Chicago Bulls,0,125,122
29,29,Phoenix Suns,0,107,137
30,30,Chicago Bulls,1,123,108
31,31,San Diego Rockets,0,117,105
32,32,Atlanta Hawks,1,138,133
33,33,Detroit Pistons,0,108,105
34,34,New York Knicks,1,91,128
35,35,Philadelphia 76ers,0,121,113
36,36,San Francisco Warriors,0,147,112
37,37,Milwaukee Bucks,1,124,133
38,38,Milwaukee Bucks,0,124,126
39,39,Atlanta Hawks,1,111,122
40,40,Cincinnati Royals,0,118,116
42,41,Cincinnati Royals,1,128,129
43,42,New York Knicks,0,99,129
44,43,Detroit Pistons,0,121,116
45,44,Boston Celtics,1,142,130
46,45,Atlanta Hawks,0,130,109
47,46,San Diego Rockets,1,144,126
48,47,Phoenix Suns,1,115,124
49,48,San Diego Rockets,1,131,115
50,49,Phoenix Suns,1,133,134
51,50,Detroit Pistons,0,119,115
52,51,Philadelphia 76ers,1,118,133
53,52,Philadelphia 76ers,0,112,111
54,53,Cincinnati Royals,1,122,129
55,54,Chicago Bulls,0,123,115
56,55,Detroit Pistons,1,117,129
57,56,Boston Celtics,0,120,117
58,57,Atlanta Hawks,1,133,124
59,58,Seattle SuperSonics,0,115,120
60,59,Detroit Pistons,0,153,148
61,60,Milwaukee Bucks,0,120,106
63,61,Los Angeles Lakers,1,111,106
64,62,Seattle SuperSonics,1,117,119
65,63,Seattle SuperSonics,1,138,141
66,64,San Diego Rockets,0,140,109
67,65,Los Angeles Lakers,0,117,103
68,66,Detroit Pistons,0,119,122
69,67,New York Knicks,0,110,104
70,68,San Diego Rockets,0,128,118
71,69,Milwaukee Bucks,1,113,115
72,70,Atlanta Hawks,0,114,107
73,71,New York Knicks,1,101,115
74,72,Philadelphia 76ers,1,99,104
75,73,Cincinnati Royals,0,118,110
76,74,Los Angeles Lakers,0,91,94
77,75,Los Angeles Lakers,1,105,100
78,76,Seattle SuperSonics,1,109,106
79,77,San Francisco Warriors,1,112,115
80,78,San Francisco Warriors,1,114,108
81,79,Boston Celtics,1,130,127
82,80,Philadelphia 76ers,0,113,119
84,81,Chicago Bulls,1,138,131
85,82,San Francisco Warriors,0,127,123
